# 7부 — Go 1.21 ~ 1.24 의 기능 행. 파트 작성 서브에이전트가 쓴다.
id	version	kind	title	cite-key	cite-sec	slide-id
p7-121-minmax	1.21	lang	내장 함수 min·max	relnotes-1.21	Changes to the language	p7-v121-minmax
p7-121-clear	1.21	lang	내장 함수 clear	relnotes-1.21	Changes to the language	p7-v121-clear
p7-121-initorder	1.21	lang	패키지 초기화 순서를 명세로	relnotes-1.21	Changes to the language	p7-v121-initorder
p7-121-infer	1.21	lang	제네릭 함수 인자·대입의 타입 추론	relnotes-1.21	Changes to the language	p7-v121-infer
p7-121-untyped	1.21	lang	서로 다른 무형 상수 인자의 추론	relnotes-1.21	Changes to the language	p7-v121-infer2
p7-121-loopvarexp	1.21	lang	루프 변수 변경 미리보기 (GOEXPERIMENT=loopvar)	relnotes-1.21	Changes to the language	p7-v121-loopvarexp
p7-121-panicnil	1.21	lang	panic(nil) 은 *runtime.PanicNilError	relnotes-1.21	Changes to the language	p7-v121-panicnil
p7-121-compat	1.21	toolchain	GODEBUG 로 넓힌 하위 호환성	relnotes-1.21	Tools	p7-v121-defaults
p7-121-godebugline	1.21	toolchain	//go:debug 지시문	godebug	Default GODEBUG Values	p7-v121-godebugline
p7-121-goline	1.21	toolchain	go 줄은 엄격한 최소 요구 버전	relnotes-1.21	Tools	p7-v121-goline
p7-121-numbering	1.21	toolchain	첫 릴리스가 1.N.0 으로	relnotes-1.21	Introduction to Go 1.21	
p7-121-toolchain	1.21	toolchain	toolchain 줄·GOTOOLCHAIN·툴체인 자동 받기	relnotes-1.21	Tools	p7-v121-toolchain
p7-121-pgo	1.21	toolchain	PGO 정식판·-pgo=auto 기본값	relnotes-1.21	Compiler	p7-v121-pgo
p7-121-gocmd	1.21	toolchain	-C 는 첫 플래그로·go test -fullpath	relnotes-1.21	Go command	p7-v121-gocmd
p7-121-slog	1.21	stdlib	구조화 로깅 log/slog	relnotes-1.21	New log/slog package	p7-v121-slog
