# 3부 — Go 1.1 ~ 1.4 의 기능 행. 파트 작성 서브에이전트가 쓴다.
id	version	kind	title	cite-key	cite-sec	slide-id
p3-11-methodvalue	1.1	lang	메서드 값 (method values)	relnotes-1.1	Method values	p3-v11-methodvalue
p3-11-terminating	1.1	lang	끝나는 문장과 return 규칙 완화	relnotes-1.1	Return requirements	p3-v11-terminating
p3-11-divzero	1.1	lang	상수 0 나눗셈은 컴파일 오류	relnotes-1.1	Integer division by zero	p3-v11-divzero
p3-11-surrogate	1.1	lang	서로게이트 반쪽 리터럴 금지	relnotes-1.1	Surrogates in Unicode literals	p3-v11-surrogate
p3-11-intsize	1.1	platform	64비트 플랫폼의 int 는 64비트	relnotes-1.1	Size of int on 64-bit platforms	p3-v11-intsize
p3-11-heap	1.1	runtime	64비트 힙 상한 수십 GB 로	relnotes-1.1	Heap size on 64-bit architectures	
p3-11-race	1.1	toolchain	경쟁 검출기 (-race)	relnotes-1.1	Race detector	p3-v11-race
p3-11-buildtag	1.1	toolchain	기본 빌드 제약에 go1.1 태그	relnotes-1.1	Build constraints	p3-v11-buildtag
p3-11-gopath	1.1	toolchain	go get 에 GOPATH 필수	relnotes-1.1	Changes to the go command	
p3-11-blockprofile	1.1	toolchain	go test -blockprofile	relnotes-1.1	Changes to the go test command	
p3-11-crosscgo	1.1	toolchain	교차 컴파일 때 cgo 기본 끔	relnotes-1.1	Cross compilation	
p3-11-platforms	1.1	platform	freebsd/arm·netbsd·openbsd 실험 지원	relnotes-1.1	Additional platforms	
p3-11-perf	1.1	runtime	성능 30%-40% 향상, 새 map 구현	relnotes-1.1	Performance	p3-v11-perf
p3-11-scanner	1.1	stdlib	bufio.Scanner	api-1.1	pkg bufio, type Scanner struct	p3-v11-scanner
p3-11-reflect	1.1	stdlib	reflect.MakeFunc·Select·SliceOf	relnotes-1.1	reflect	p3-v11-reflect
p3-11-small	1.1	stdlib	sort.Reverse	api-1.1	pkg sort, func Reverse(Interface) Interface	p3-v11-small
p3-11-trimprefix	1.1	stdlib	strings.TrimPrefix·TrimSuffix	relnotes-1.1	Minor changes to the library	
p3-11-time	1.1	stdlib	time 나노초 정밀도·Round·Truncate	relnotes-1.1	time	
p3-11-gofmtpkg	1.1	stdlib	go/format 패키지	api-1.1	pkg go/format, func Source([]uint8) ([]uint8, error)	
p3-11-cookiejar	1.1	stdlib	net/http/cookiejar 패키지	api-1.1	pkg net/http/cookiejar, func New(*Options) (*Jar, error)	
p3-12-slice3	1.2	lang	세 인덱스 슬라이스 a[i:j:k]	relnotes-1.2	Three-index slices	p3-v12-slice3
p3-12-nil	1.2	lang	nil 포인터 접근은 반드시 패닉	relnotes-1.2	Use of nil	p3-v12-nil
p3-12-preempt	1.2	runtime	함수 진입 때의 선점	relnotes-1.2	Pre-emption in the scheduler	p3-v12-runtime
p3-12-threads	1.2	runtime	스레드 수 상한 10,000	relnotes-1.2	Limit on the number of threads	
p3-12-stack	1.2	runtime	최소 스택 8KB·SetMaxStack	relnotes-1.2	Stack size	
p3-12-cover	1.2	toolchain	시험 범위 go test -cover	relnotes-1.2	Test coverage	p3-v12-cover
p3-12-godoc	1.2	toolchain	go doc 명령 삭제, godoc·vet 은 go.tools 로	relnotes-1.2	The go doc command is deleted	
p3-12-nopkg	1.2	toolchain	package 절이 없으면 오류	relnotes-1.2	Changes to the gc compiler and linker	
p3-12-perf	1.2	runtime	json 인코딩 약 30% 빨라짐 등	relnotes-1.2	Performance	
p3-12-fmtindex	1.2	stdlib	fmt 인자 번호 %[n]	relnotes-1.2	The fmt package	p3-v12-fmtindex
p3-12-template	1.2	stdlib	템플릿 eq·lt 와 else if	relnotes-1.2	The text/template and html/template packages	p3-v12-template
p3-12-encoding	1.2	stdlib	encoding 패키지 (TextMarshaler)	relnotes-1.2	The new encoding package	p3-v12-encoding
p3-12-small	1.2	stdlib	sort.Stable	api-1.2	pkg sort, func Stable(Interface)	p3-v12-small
p3-12-sum256	1.2	stdlib	sha256.Sum256 등 Sum 함수	api-1.2	pkg crypto/sha256, func Sum256([]uint8) [32]uint8	
p3-12-swap	1.2	stdlib	atomic.Swap 함수들	api-1.2	pkg sync/atomic, func SwapInt32(*int32, int32) int32	
