# 5부 — Go 1.11 ~ 1.17 의 기능 행. 파트 작성 서브에이전트가 쓴다.
id	version	kind	title	cite-key	cite-sec	slide-id
p5-111-modules	1.11	toolchain	모듈 — GOPATH 밖의 버전 있는 의존성 (실험)	relnotes-1.11	Modules, package versioning, and dependency management	p5-v111-modules
p5-111-atpath	1.11	toolchain	import 경로에 @ 금지	relnotes-1.11	Import path restriction	
p5-111-packages	1.11	ecosystem	golang.org/x/tools/go/packages	relnotes-1.11	Package loading	
p5-111-gocache	1.11	toolchain	GOCACHE=off 를 허용하는 마지막 판	relnotes-1.11	Build cache requirement	
p5-111-wasm	1.11	platform	WebAssembly 포트 js/wasm (실험)	relnotes-1.11	WebAssembly	p5-v111-wasm
p5-111-riscv	1.11	platform	GOARCH riscv·riscv64 예약	relnotes-1.11	RISC-V GOARCH values reserved	
p5-111-gorun	1.11	toolchain	go run . — 패키지 경로·디렉터리로 실행	relnotes-1.11	Run	p5-v111-gorun
p5-111-goflags	1.11	toolchain	GOFLAGS 환경 변수	relnotes-1.11	Go command	
p5-111-typeswitch	1.11	toolchain	타입 스위치 가드의 안 쓴 변수 거절	relnotes-1.11	Compiler toolchain	p5-v111-typeswitch
p5-111-vet	1.11	toolchain	vet 이 printf 감싸개를 검사	relnotes-1.11	Vet	p5-v111-vet
p5-111-bce	1.11	toolchain	더 공격적인 경계 검사 제거	relnotes-1.11	Compiler toolchain	p5-v111-bce
p5-111-debug	1.11	toolchain	최적화된 바이너리의 디버그 정보·DWARF 압축	relnotes-1.11	Debugging	
p5-111-trace	1.11	stdlib	runtime/trace 사용자 주석	relnotes-1.11	Trace	
p5-111-heap	1.11	runtime	힙 크기 상한(512GiB) 없앰	relnotes-1.11	Runtime	
p5-111-godoc	1.11	toolchain	godoc 명령줄의 마지막 판	relnotes-1.11	Godoc	
p5-111-template	1.11	stdlib	템플릿 변수에 = 로 대입	relnotes-1.11	text/template	p5-v111-small
p5-111-time	1.11	stdlib	+03 같은 숫자 시간대 이름 해석	relnotes-1.11	time	
p5-111-cachedir	1.11	stdlib	os.UserCacheDir	relnotes-1.11	os	
p5-112-langver	1.12	toolchain	go.mod 의 go 줄 = 언어 버전	relnotes-1.12	Modules	p5-v112-langver
p5-112-langflag	1.12	toolchain	컴파일러의 -lang 플래그	relnotes-1.12	Compiler toolchain	
p5-112-replace	1.12	toolchain	replace 를 먼저 보는 import 해석	relnotes-1.12	Modules	p5-v112-replace
p5-112-fmtmap	1.12	stdlib	fmt 가 map 을 키 차례로 출력	relnotes-1.12	fmt	p5-v112-fmtmap
p5-112-buildinfo	1.12	stdlib	runtime/debug.ReadBuildInfo	api-1.12	pkg runtime/debug, func ReadBuildInfo() (*BuildInfo, bool)	p5-v112-buildinfo
p5-112-bits	1.12	stdlib	math/bits Add·Sub·Mul·Div	relnotes-1.12	math/bits	p5-v112-bits
p5-112-benchtime	1.12	toolchain	-benchtime=100x 반복 횟수 지정	relnotes-1.12	testing	p5-v112-benchtime
p5-112-godoc	1.12	toolchain	go doc -all·-src, godoc 명령줄 제거	relnotes-1.12	godoc and go doc	p5-v112-godoc
p5-112-replaceall	1.12	stdlib	strings·bytes.ReplaceAll	relnotes-1.12	strings	p5-v112-small
p5-112-home	1.12	stdlib	os.UserHomeDir	relnotes-1.12	os	
p5-112-maprange	1.12	stdlib	reflect.Value.MapRange	api-1.12	pkg reflect, method (Value) MapRange() *MapIter	
p5-112-tls13	1.12	stdlib	TLS 1.3 (GODEBUG 로 켜기)	relnotes-1.12	TLS 1.3	p5-v112-tls13
p5-112-runtime	1.12	runtime	쓸기 개선·MADV_FREE	relnotes-1.12	Runtime	p5-v112-runtime
p5-112-vettool	1.12	toolchain	go tool vet 지원 끝, vet 재작성	relnotes-1.12	go tool vet no longer supported	
p5-112-tour	1.12	ecosystem	투어가 배포판에서 빠짐	relnotes-1.12	Tour	
p5-112-binonly	1.12	toolchain	바이너리 전용 패키지의 마지막 판	relnotes-1.12	Binary-only packages	
p5-112-winarm	1.12	platform	windows/arm 포트	relnotes-1.12	Windows	
p5-112-aix	1.12	platform	aix/ppc64 포트	relnotes-1.12	AIX	
p5-113-numlit	1.13	lang	숫자 리터럴 — 0b·0o·16진 실수·_ 구분	relnotes-1.13	Changes to the language	p5-v113-numlit
p5-113-gofmt	1.13	toolchain	gofmt 가 숫자 접두사를 소문자로	relnotes-1.13	gofmt	p5-v113-numfmt
p5-113-strconv	1.13	stdlib	strconv 의 base 0 에서 _ 허용	relnotes-1.13	strconv	
p5-113-shift	1.13	lang	부호 있는 시프트 횟수	relnotes-1.13	Changes to the language	p5-v113-shift
p5-113-wrap	1.13	stdlib	오류 감싸기 — %w·errors.Is·Unwrap	relnotes-1.13	Error wrapping	p5-v113-wrap
p5-113-as	1.13	stdlib	errors.As	api-1.13	pkg errors, func As(error, interface{}) bool	p5-v113-as
p5-113-proxy	1.13	ecosystem	모듈 미러·체크섬 DB 가 기본값	relnotes-1.13	Environment variables	p5-v113-mirror
p5-113-gomod	1.13	toolchain	GO111MODULE=auto 가 go.mod 를 보면 켜짐	relnotes-1.13	Environment variables	
p5-113-goget	1.13	toolchain	go get -u 의 범위와 @patch	relnotes-1.13	go get	
p5-113-envw	1.13	toolchain	go env -w·-u	relnotes-1.13	Go command	p5-v113-envw
p5-113-panicmsg	1.13	runtime	범위 밖 패닉에 인덱스와 길이	relnotes-1.13	Runtime	p5-v113-panicmsg
p5-113-ed25519	1.13	stdlib	crypto/ed25519	relnotes-1.13	crypto/ed25519	p5-v113-ed25519
p5-113-versionm	1.13	toolchain	go version -m·go build -trimpath	relnotes-1.13	Go command	p5-v113-tools
p5-113-tls13	1.13	stdlib	TLS 1.3 기본 켜짐	relnotes-1.13	TLS 1.3	
p5-113-escape	1.13	toolchain	새 탈출 분석	relnotes-1.13	Compiler toolchain	
p5-113-defer	1.13	runtime	defer 30% 빨라짐	relnotes-1.13	Runtime	
p5-113-illumos	1.13	platform	GOOS=illumos	relnotes-1.13	Illumos	
p5-113-validutf8	1.13	stdlib	strings·bytes.ToValidUTF8	relnotes-1.13	strings	p5-v113-small
p5-113-iszero	1.13	stdlib	reflect.Value.IsZero	relnotes-1.13	reflect	
p5-113-duration	1.13	stdlib	Duration.Milliseconds·Microseconds	relnotes-1.13	time	
p5-114-overlap	1.14	lang	겹치는 메서드를 가진 인터페이스 임베딩	relnotes-1.14	Changes to the language	p5-v114-overlap
p5-114-modready	1.14	toolchain	모듈이 실사용 준비 완료	relnotes-1.14	Introduction to Go 1.14	p5-v114-modready
