# 6부 — Go 1.18 ~ 1.20 의 기능 행. 파트 작성 서브에이전트가 쓴다.
id	version	kind	title	cite-key	cite-sec	slide-id
p6-118-generics	1.18	lang	제네릭 — 타입 매개변수	relnotes-1.18	Generics	p6-v118-whygen
p6-118-syntax	1.18	lang	가장 눈에 띄는 언어 변경 여섯	relnotes-1.18	Generics	p6-v118-generics
p6-118-typeparam	1.18	lang	타입 매개변수 목록과 인스턴스화	blog-intro-generics	Type Parameters	p6-v118-typeparam
p6-118-constraint	1.18	lang	제약 인터페이스·합집합	blog-intro-generics	Type sets	p6-v118-constraint
p6-118-tilde	1.18	lang	~T — 밑바탕 타입 집합	blog-intro-generics	Type sets	p6-v118-tilde
p6-118-any	1.18	lang	any 와 comparable	relnotes-1.18	Generics	p6-v118-anycomp
p6-118-constraintonly	1.18	lang	제약 전용 인터페이스	relnotes-1.18	Generics	p6-v118-constraintonly
p6-118-inference	1.18	lang	함수 인자 타입 추론	blog-intro-generics	Function argument type inference	p6-v118-inference
p6-118-coreinfer	1.18	lang	제약 타입 추론 (S ~[]E)	blog-intro-generics	Constraint type inference	p6-v118-inference2
p6-118-generictype	1.18	lang	제네릭 타입과 메서드	blog-intro-generics	Type Parameters	p6-v118-generictype
p6-118-shape	1.18	toolchain	GC shape 단위의 인스턴스화	faq	How are generics implemented in Go?	p6-v118-shape
p6-118-nomethod	1.18	lang	메서드의 타입 매개변수는 없음	faq	Why does Go not support methods with type parameters?	p6-v118-nomethod
p6-118-limits	1.18	lang	1.18 제네릭의 알려진 한계	relnotes-1.18	Generics	p6-v118-limits
p6-118-caution	1.18	toolchain	컴파일 속도 약 15% 저하와 신중론	relnotes-1.18	Compiler	p6-v118-caution
p6-118-xexp	1.18	ecosystem	x/exp 의 constraints·slices·maps	relnotes-1.18	golang.org/x/exp/slices	p6-v118-xexp
p6-118-vetgen	1.18	toolchain	vet 이 제네릭 코드를 검사	relnotes-1.18	Updates for Generics	p6-v118-vetgen
p6-118-fuzz	1.18	toolchain	퍼징 (go test -fuzz)	relnotes-1.18	Fuzzing	p6-v118-fuzz
p6-118-fuzzcache	1.18	toolchain	퍼즈 캐시와 testdata/fuzz 말뭉치	relnotes-1.18	go test	p6-v118-fuzzcache
p6-118-work	1.18	toolchain	작업 공간 (go.work)	relnotes-1.18	go work	p6-v118-work
p6-118-workcmd	1.18	toolchain	go work 명령들	blog-get-familiar-with-workspaces	Workspace commands	p6-v118-workcmd
p6-118-buildinfo	1.18	toolchain	빌드 정보·VCS 정보 박기	relnotes-1.18	go version	p6-v118-buildinfo
p6-118-dbuildinfo	1.18	stdlib	debug/buildinfo 패키지	relnotes-1.18	New debug/buildinfo package	
p6-118-plusbuild	1.18	toolchain	go fix 가 // +build 줄을 지움	relnotes-1.18	//go:build lines	p6-v118-plusbuild
p6-118-goget	1.18	toolchain	go get 은 의존성만, 설치는 go install	relnotes-1.18	go get	p6-v118-tools
p6-118-modupdate	1.18	toolchain	go mod graph·vendor·verify·why 가 go.mod 를 안 고침	relnotes-1.18	Automatic go.mod and go.sum updates	
p6-118-gofmt	1.18	toolchain	gofmt 가 파일을 동시에 처리	relnotes-1.18	Gofmt	
p6-118-unused	1.18	lang	클로저 안에서만 대입한 변수도 미사용 오류	relnotes-1.18	Bug fixes	p6-v118-unused
p6-118-regabi	1.18	toolchain	레지스터 ABI 가 arm64·ppc64 로	relnotes-1.18	Compiler	p6-v118-regabi
p6-118-append	1.18	runtime	append 의 새 성장 공식	relnotes-1.18	Runtime	p6-v118-append
p6-118-gcnonheap	1.18	runtime	GC 페이스가 스택 등 힙 밖 일도 셈	relnotes-1.18	Runtime	
p6-118-goamd64	1.18	platform	GOAMD64=v1…v4	relnotes-1.18	AMD64	
p6-118-netip	1.18	stdlib	net/netip — 비교 가능한 IP 값	relnotes-1.18	New net/netip package	p6-v118-netip
p6-118-cut	1.18	stdlib	strings.Cut·bytes.Cut	relnotes-1.18	strings	p6-v118-cut
p6-118-clone	1.18	stdlib	strings.Clone	api-1.18	pkg strings, func Clone(string) string	
p6-118-trylock	1.18	stdlib	Mutex.TryLock	api-1.18	pkg sync, method (*Mutex) TryLock() bool	p6-v118-small
