# make docs 가 쓴다 — 경로	주소	받은 날	sha256(원문)	첫 제목
release.txt	https://go.dev/doc/devel/release	2026-09-25	10fa2f83a0e37e1663172a96f102f59ce40f02506d89e3a6f08c5a2d1c63a0af	Release History
spec.txt	https://raw.githubusercontent.com/golang/go/go1.27.1/doc/go_spec.html	2026-09-25	a249c493e0ad58ccfeac8081426d5b0e77f92b9761b95548f85c9e4d23d0a753	The Go Programming Language Specification
go1compat.txt	https://go.dev/doc/go1compat	2026-09-25	bb498d5068389ad2058b04a2fb691daea4dee60b91d8093717af3d99a3dbd76e	Go 1 and the Future of Go Programs
godebug.txt	https://go.dev/doc/godebug	2026-09-25	04a71ba0c285219b1ea6e388cab295a6d5b72724ea29e74b2263986d0e0d49cc	Go, Backwards Compatibility, and GODEBUG
toolchain.txt	https://go.dev/doc/toolchain	2026-09-25	87d054e69bbca47f33040f7bfad209f5b42135e77c51e21029961594e90e08b0	Go Toolchains
faq.txt	https://go.dev/doc/faq	2026-09-25	6ff7e86bad4c6fb71f61a3f46028bca7cc128857e728b153803c6ab282e6f129	Frequently Asked Questions (FAQ)
modref.txt	https://go.dev/ref/mod	2026-09-25	6a0728103e2bdd14e84d76ea7446ba9b9d427af36c40e0206967253247e8967f	Go Modules Reference
gomod-ref.txt	https://go.dev/doc/modules/gomod-ref	2026-09-25	2a1f38e06c3aa474eb784ffe3a185450aac119d377090dd0ffacd4a2b7ffa069	go.mod file reference
pre_go1.txt	https://go.dev/doc/devel/pre_go1	2026-09-25	1c4f251b0ad7f68e8f74c91650d4bcdf329a07e27032e465355e5993170a9029	Pre-Go 1 Release History
weekly.txt	https://go.dev/doc/devel/weekly	2026-09-25	665b7f176305c6ba3addc82befc297b3c17008c63bfd041c04c49e4c3b628635	Weekly Snapshot History
splash.txt	https://go.dev/talks/2012/splash.article	2026-09-25	2f1894aad5fa05e51a18ad593639018810b52fe686a197aba078a655e8b573d4	Go at Google: Language Design in the Service of Software Engineering
proposal-README.txt	https://raw.githubusercontent.com/golang/proposal/master/README.md	2026-09-25	c87ac3c17e3ba891f84099d12a55d32b412cbfe44c43e30a4a645e4a8e16f853	Proposing Changes to Go
blog/index.txt	https://go.dev/blog/all	2026-09-25	9a4ccff9684adf69ee854fc52b457adcc609c250367e988366af45c0445d7e6f	The Go Blog
relnotes/go1.txt	https://go.dev/doc/go1	2026-09-25	071f1a95834c3dc9d9c5a4a5f793ae48cf2066e4bfd75b9bbbfc2211cfc826fe	Go 1 Release Notes
api/go1.txt	https://raw.githubusercontent.com/golang/go/go1.27.1/api/go1.txt	2026-09-25	d53d96327d8106e7e19ad840b25019563713606300c6b92a2a096d3b33ed7c6d	pkg archive/tar, const TypeBlock ideal-char
relnotes/go1.1.txt	https://go.dev/doc/go1.1	2026-09-25	c81259c69d89a70ab9327dec924ac62fb756cebda4ecbaaf37810b4276a3281a	Go 1.1 Release Notes
api/go1.1.txt	https://raw.githubusercontent.com/golang/go/go1.27.1/api/go1.1.txt	2026-09-25	a69d3d332092060a53c36c7363503fedee7eff9d52342f97904099aceeccf797	pkg archive/tar, const TypeBlock = 52
relnotes/go1.2.txt	https://go.dev/doc/go1.2	2026-09-25	46d53637ea8cc7dc9fd53bc9d02ac5ca7afd1eacf8380ba42d6efea9665601c5	Go 1.2 Release Notes
api/go1.2.txt	https://raw.githubusercontent.com/golang/go/go1.27.1/api/go1.2.txt	2026-09-25	f8d9e7f34504f251da890bbb61838acf9c79a371892eac95daac90aed4a75124	pkg archive/zip, func RegisterCompressor(uint16, Compressor)
relnotes/go1.3.txt	https://go.dev/doc/go1.3	2026-09-25	d31557188975c1d86624def79fb0da020bfb1de4772755c5d00382069e89db7f	Go 1.3 Release Notes
api/go1.3.txt	https://raw.githubusercontent.com/golang/go/go1.27.1/api/go1.3.txt	2026-09-25	19c9bcc9ef6bd248bea198b59d45204218a4942cfb19f67bca7498a9637aad33	pkg archive/tar, const TypeGNUSparse = 83
relnotes/go1.4.txt	https://go.dev/doc/go1.4	2026-09-25	2886133bc80d7303febfe457662c3b8c2f37e35cc9eb5c8dea19ac6d7c5fae03	Go 1.4 Release Notes
api/go1.4.txt	https://raw.githubusercontent.com/golang/go/go1.27.1/api/go1.4.txt	2026-09-25	e94199d42ca5f3321b4f7534af4d2ee1028896a38565b27518e5fb9d01f43230	# CL 134210043 archive/zip: add Writer.Flush, Brad Fitzpatrick <bradfitz@golang.org>
relnotes/go1.5.txt	https://go.dev/doc/go1.5	2026-09-25	f38fc9183ec0655173f511f02fbf959502d8ee5ce1c963e6818026a1d381a217	Go 1.5 Release Notes
api/go1.5.txt	https://raw.githubusercontent.com/golang/go/go1.27.1/api/go1.5.txt	2026-09-25	39fcd7ab9d3a63757d904f9975b744e5c16982fb164d19d3845f21d39bfbaaed	pkg archive/zip, method (*Writer) SetOffset(int64)
relnotes/go1.6.txt	https://go.dev/doc/go1.6	2026-09-25	040e17143c31d0d7584ba0cd79cd7bd3a4e712b1119b6406af440ac74f549ddc	Go 1.6 Release Notes
api/go1.6.txt	https://raw.githubusercontent.com/golang/go/go1.27.1/api/go1.6.txt	2026-09-25	a492e25a9155cfe3df059cc699f9f6314f6a6e22eaec12aa535cfbdfc9bb37d9	pkg archive/zip, method (*ReadCloser) RegisterDecompressor(uint16, Decompressor)
relnotes/go1.7.txt	https://go.dev/doc/go1.7	2026-09-25	915a65915cf799f602f44f0d88092079da871060c687b205862228db14460f46	Go 1.7 Release Notes
api/go1.7.txt	https://raw.githubusercontent.com/golang/go/go1.27.1/api/go1.7.txt	2026-09-25	6719e909d4ac61ea04e7abf7e7d5f50b3b7c0bb3f5066428fcda7a73d6f874f8	pkg bytes, func ContainsAny([]uint8, string) bool
relnotes/go1.8.txt	https://go.dev/doc/go1.8	2026-09-25	2bc3202e267f38773de39144c565b2d2b9de05222a0ea326dbed9c848c685279	Go 1.8 Release Notes
api/go1.8.txt	https://raw.githubusercontent.com/golang/go/go1.27.1/api/go1.8.txt	2026-09-25	e9930f308e6469433ee8e552b52d31aa5470461f3094d9b0d3b70013beaa5461	pkg compress/gzip, const HuffmanOnly = -2
relnotes/go1.9.txt	https://go.dev/doc/go1.9	2026-09-25	175d7a22ebc34cedd54873ec6fa31d4b6b8d742ace64de121e822e4b3d1f3606	Go 1.9 Release Notes
api/go1.9.txt	https://raw.githubusercontent.com/golang/go/go1.27.1/api/go1.9.txt	2026-09-25	097ccfb036aa3952841f10d75a8aa29e37b6a2ac332b84585ba81cb3bb92db03	pkg crypto, const BLAKE2b_256 = 17
relnotes/go1.10.txt	https://go.dev/doc/go1.10	2026-09-25	ebcefe0dfc2d09e662f5b37d4a308bd027c8f379659bf6ee531a71eda487e3e2	Go 1.10 Release Notes
api/go1.10.txt	https://raw.githubusercontent.com/golang/go/go1.27.1/api/go1.10.txt	2026-09-25	1308203a74f886322e11310f48485e452f8ebe76125d4e1bad24ed661ffe12c6	pkg archive/tar, const FormatGNU = 8
relnotes/go1.11.txt	https://go.dev/doc/go1.11	2026-09-25	1d099e6280278fc955222bfa49de62d52f34c67d2ce92e88ab2b5635e91cbccd	Go 1.11 Release Notes
api/go1.11.txt	https://raw.githubusercontent.com/golang/go/go1.27.1/api/go1.11.txt	2026-09-25	79923702f5e6da01437531ac175d220708df6a91dc537868b42203dd43283cb2	pkg crypto/cipher, func NewGCMWithTagSize(Block, int) (AEAD, error)
relnotes/go1.12.txt	https://go.dev/doc/go1.12	2026-09-25	26a35367e6f1c52d23105f51b56ec062b37b0cee5746499f0f220966c91ae797	Go 1.12 Release Notes
api/go1.12.txt	https://raw.githubusercontent.com/golang/go/go1.27.1/api/go1.12.txt	2026-09-25	db5d95e4888571a65f8067b42630268c94514f245deb4180c6a2070a7b27a618	pkg bytes, func ReplaceAll([]uint8, []uint8, []uint8) []uint8
relnotes/go1.13.txt	https://go.dev/doc/go1.13	2026-09-25	c1bceda5562886748164c20e2f0c585d51cc4491b379392cc56e17ef7d602747	Go 1.13 Release Notes
api/go1.13.txt	https://raw.githubusercontent.com/golang/go/go1.27.1/api/go1.13.txt	2026-09-25	869de88033980773b8c27859e56c3398b71f1c1a215fc3c4f7bc157e31ebb682	pkg bytes, func ToValidUTF8([]uint8, []uint8) []uint8
relnotes/go1.14.txt	https://go.dev/doc/go1.14	2026-09-25	cf1adccbc220f0d0ab8cd27d949510f445de925c1a585663aa377c6102589805	Go 1.14 Release Notes
api/go1.14.txt	https://raw.githubusercontent.com/golang/go/go1.27.1/api/go1.14.txt	2026-09-25	0d5ad70b5300b7d53460380a2940bc83d148ecd84810ea3b0fb9391ec23a3275	pkg crypto/tls, const TLS_ECDHE_ECDSA_WITH_CHACHA20_POLY1305_SHA256 = 52393
relnotes/go1.15.txt	https://go.dev/doc/go1.15	2026-09-25	4ae1992d1819e56734b975a4713800858d0d6a685d3cc1a0a0515353ad8dd3c3	Go 1.15 Release Notes
api/go1.15.txt	https://raw.githubusercontent.com/golang/go/go1.27.1/api/go1.15.txt	2026-09-25	2ecdd35c94b29b7c4fb2231e5156e636727cf163655f381587fc7280ee893cc0	pkg bufio, var ErrBadReadCount error
relnotes/go1.16.txt	https://go.dev/doc/go1.16	2026-09-25	53a53ba64b45fc39549e3681389987c10d6b39c86d4f2b7b16f2703652950eac	Go 1.16 Release Notes
api/go1.16.txt	https://raw.githubusercontent.com/golang/go/go1.27.1/api/go1.16.txt	2026-09-25	e0deee658c3dea90d3c99687c5707b9419afe0fa06c2bc60ca60baed3e74f417	pkg archive/zip, method (*ReadCloser) Open(string) (fs.File, error)
relnotes/go1.17.txt	https://go.dev/doc/go1.17	2026-09-25	78bfb225e47d203b59ac9987a3a88112567ea009ba23a3cdeb1067fd4c5163c3	Go 1.17 Release Notes
api/go1.17.txt	https://raw.githubusercontent.com/golang/go/go1.27.1/api/go1.17.txt	2026-09-25	7c44ac7ab381de31ea7fedf4a9814849b0a3bcbae1c825e56781223cf0747600	pkg archive/zip, method (*File) OpenRaw() (io.Reader, error)
relnotes/go1.18.txt	https://go.dev/doc/go1.18	2026-09-25	3196a875d7e52f2fd6b5726e41f0a614c56906f7b446f27b5df788025b7d2af8	Go 1.18 Release Notes
api/go1.18.txt	https://raw.githubusercontent.com/golang/go/go1.27.1/api/go1.18.txt	2026-09-25	5b42fcba4cd8882d2de580d9cc0ab6224ea331b19a631be71ac44763e16f4a34	pkg bufio, method (*Writer) AvailableBuffer() []uint8
relnotes/go1.19.txt	https://go.dev/doc/go1.19	2026-09-25	529b106cd3a7bf575e3c5088ce77bbe530ac0101ae1c579d2dc2b785e0d9f840	Go 1.19 Release Notes
api/go1.19.txt	https://raw.githubusercontent.com/golang/go/go1.27.1/api/go1.19.txt	2026-09-25	c33ed06e37e065a638acdb4b9dd06b071899b53d4c7edce557b967bc9efa1af9	pkg crypto/x509, func ParseRevocationList([]uint8) (*RevocationList, error) #50674
relnotes/go1.20.txt	https://go.dev/doc/go1.20	2026-09-25	ec3d949045f93e5baa90c9d3af19f2d396284967151aac4c273766ec4dedda29	Go 1.20 Release Notes
api/go1.20.txt	https://raw.githubusercontent.com/golang/go/go1.27.1/api/go1.20.txt	2026-09-25	7f52d0aea0dae3c79f46bd0d31e278434d1222176b2e517b7479297356856873	pkg archive/tar, var ErrInsecurePath error #55356
relnotes/go1.21.txt	https://go.dev/doc/go1.21	2026-09-25	54195ef01dd3a91cc6783a008c498cf8921ee13ec178d2199cf7aa2d40e380ca	Go 1.21 Release Notes
api/go1.21.txt	https://raw.githubusercontent.com/golang/go/go1.27.1/api/go1.21.txt	2026-09-25	829b857b8f45eebbe559b0a93f98d6a362f081f0ffcbc5471c4fbe7bcabb97ee	pkg bytes, func ContainsFunc([]uint8, func(int32) bool) bool #54386
relnotes/go1.22.txt	https://go.dev/doc/go1.22	2026-09-25	8bebc80676f799a5f1dfd56d099741c499537e33315dea807a3194ac50d88cf6	Go 1.22 Release Notes
